title,url,page_signal_score,purpose_hits,impact_hits,leadership_purpose_co_mentions,strategy_hits,capital_hits,employee_hits,execution_hits,capability_hits,industry_hits,source_file
Stock and Dividend Information | Chevron — Chevron,https://www.chevron.com/investors/stock-and-dividend,4.4,0,0,0,1,10,0,1,3,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Chevron_Corporation\pages.csv
"Stranded in Idaho, a family finds unexpected kindness — Chevron",https://www.chevron.com/newsroom/2026/q1/stranded-in-idaho-a-family-finds-unexpected-kindness,4.3,0,1,0,0,0,0,0,1,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Chevron_Corporation\pages.csv
John B. Hess joins Chevron’s Board of Directors — Chevron,https://www.chevron.com/newsroom/2025/q3/john-b-hess-joins-chevrons-board-of-directors,4.0,0,1,0,1,0,0,1,1,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Chevron_Corporation\pages.csv
R. Hewitt Pate — Chevron Leadership — Chevron,https://www.chevron.com/who-we-are/leadership/r-hewitt-pate,3.7,0,0,0,0,0,1,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Chevron_Corporation\pages.csv
First-of-its-kind facility turns waste into hydrogen — Chevron,https://www.chevron.com/newsroom/2023/q3/first-of-its-kind-facility-turns-waste-into-hydrogen,2.8,0,1,0,0,0,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Chevron_Corporation\pages.csv
2019_10K_2019-02-22_full_submission,,2.8,0,1,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\CVX\2019_10K_2019-02-22_full_submission.txt
2020_10K_2020-02-21_full_submission,,2.8,0,1,0,0,2,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\CVX\2020_10K_2020-02-21_full_submission.txt
2021_10K_2021-02-25_full_submission,,2.8,0,1,0,0,2,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\CVX\2021_10K_2021-02-25_full_submission.txt
2022_10K_2022-02-24_full_submission,,2.8,0,1,0,0,2,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\CVX\2022_10K_2022-02-24_full_submission.txt
2023_10K_2023-02-23_full_submission,,2.8,0,1,0,0,2,0,0,0,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\CVX\2023_10K_2023-02-23_full_submission.txt
2024_10K_2024-02-26_full_submission,,2.8,0,1,0,0,2,0,0,0,2,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\CVX\2024_10K_2024-02-26_full_submission.txt
2025_10K_2025-02-21_full_submission,,2.8,0,1,0,0,2,0,0,0,2,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\CVX\2025_10K_2025-02-21_full_submission.txt
2026_10K_2026-02-24_full_submission,,2.8,0,1,0,0,2,0,0,0,2,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\CVX\2026_10K_2026-02-24_full_submission.txt
"Hydrogen project tour highlights expertise, role in energy market — Chevron",https://www.chevron.com/newsroom/2024/q4/hydrogen-project-tour-highlights-expertise-role-in-energy-market,2.6,0,0,0,0,0,0,0,2,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Chevron_Corporation\pages.csv
Hydrogen facility to be a chevron first — Chevron,https://www.chevron.com/newsroom/2024/q1/hydrogen-facility-to-be-a-chevron-first,2.0,0,0,0,0,0,0,0,7,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Chevron_Corporation\pages.csv
Chevron starts oil production from Ballymore project in Gulf of America — Chevron,https://www.chevron.com/newsroom/2025/q2/chevron-starts-oil-production-from-ballymore-project-in-gulf-of-america,1.9,0,1,1,0,0,0,0,8,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Chevron_Corporation\pages.csv
