title,url,page_signal_score,purpose_hits,impact_hits,leadership_purpose_co_mentions,strategy_hits,capital_hits,employee_hits,execution_hits,capability_hits,industry_hits,source_file
Cisco Trademarks - Cisco,https://www.cisco.com/c/en/us/about/legal/trademarks.html,4.5,0,2,0,1,1,0,0,9,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Cisco\pages.csv
About Us - Cisco,https://www.cisco.com/site/us/en/about/index.html,4.2,0,1,0,1,1,1,0,11,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Cisco\pages.csv
Products - Mobile Apps - Cisco,https://www.cisco.com/c/en/us/products/mobile-apps-listing.html,3.8,0,2,0,0,0,2,0,4,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Cisco\pages.csv
Cisco XDR - Extended Detection and Response - Cisco,https://www.cisco.com/site/us/en/products/security/xdr/index.html,3.4,0,4,0,0,1,1,2,9,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Cisco\pages.csv
2021_10K_2021-09-09_full_submission,,2.8,0,1,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\CSCO\2021_10K_2021-09-09_full_submission.txt
2022_10K_2022-09-08_full_submission,,2.8,0,1,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\CSCO\2022_10K_2022-09-08_full_submission.txt
2023_10K_2023-09-07_full_submission,,2.8,0,1,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\CSCO\2023_10K_2023-09-07_full_submission.txt
2024_10K_2024-09-05_full_submission,,2.8,0,1,0,0,0,0,0,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\CSCO\2024_10K_2024-09-05_full_submission.txt
2025_10K_2025-09-03_full_submission,,2.8,0,1,0,0,0,0,0,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\CSCO\2025_10K_2025-09-03_full_submission.txt
Cisco Silicon One - Processors for Unified Network Architecture - Cisco,https://www.cisco.com/site/us/en/products/networking/silicon-one/index.html,2.3,0,1,0,4,0,0,0,13,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Cisco\pages.csv
What is a Data Center - Types of Data Centers - Cisco,https://www.cisco.com/c/en/us/solutions/data-center-virtualization/what-is-a-data-center.html,1.1,0,2,0,0,0,0,0,5,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Cisco\pages.csv
