title,url,page_signal_score,purpose_hits,impact_hits,leadership_purpose_co_mentions,strategy_hits,capital_hits,employee_hits,execution_hits,capability_hits,industry_hits,source_file
Oracle Careers | Job Search | Oracle,https://www.oracle.com/careers,3.3,0,2,0,0,0,2,0,4,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Oracle_Corporation\pages.csv
Oracle cricketer Saurabh Netravalkar,https://www.oracle.com/oracle-developer-us-cricket-team,3.2,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Oracle_Corporation\pages.csv
Regional Recruiting - Students and Graduates | Careers | Oracle,https://www.oracle.com/careers/campus-recruiting,2.9,0,0,0,1,0,3,0,3,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Oracle_Corporation\pages.csv
Maria Smith | Executive Biography,https://www.oracle.com/corporate/executives/maria-smith,2.8,0,1,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Oracle_Corporation\pages.csv
2016_10K_2016-06-22_full_submission,,2.8,0,1,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\ORCL\2016_10K_2016-06-22_full_submission.txt
2017_10K_2017-06-27_full_submission,,2.8,0,1,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\ORCL\2017_10K_2017-06-27_full_submission.txt
2018_10K_2018-06-22_full_submission,,2.8,0,1,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\ORCL\2018_10K_2018-06-22_full_submission.txt
2019_10K_2019-06-21_full_submission,,2.8,0,1,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\ORCL\2019_10K_2019-06-21_full_submission.txt
2020_10K_2020-06-22_full_submission,,2.8,0,1,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\ORCL\2020_10K_2020-06-22_full_submission.txt
2021_10K_2021-06-21_full_submission,,2.8,0,1,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\ORCL\2021_10K_2021-06-21_full_submission.txt
2022_10K_2022-06-21_full_submission,,2.8,0,1,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\ORCL\2022_10K_2022-06-21_full_submission.txt
"Oracle expande o AI Agent Studio para Fusion Applications com novo marketplace, LLMs e ampla rede de parceiros | Oracle Brasil",https://www.oracle.com/br/news/announcement/ai-world-oracle-expands-ai-agent-studio-for-fusion-applications-with-new-marketplace-llms-and-vast-partner-network-2025-10-15,2.4,0,0,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Oracle_Corporation\pages.csv
Privacy @ Oracle | Oracle India,https://www.oracle.com/in/legal/privacy,2.0,0,1,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Oracle_Corporation\pages.csv
Privacy @ Oracle | Oracle,https://www.oracle.com/legal/privacy,1.2,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Oracle_Corporation\pages.csv
Bare Metal Instance | Oracle,https://www.oracle.com/cloud/compute/bare-metal,1.1,0,2,0,0,0,0,0,4,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Oracle_Corporation\pages.csv
